	score	comment  INPUT_URL = "https://review.rakuten.co.jp/item/1/351180_10001229/1.1/"  # 10917
544	4	口コミを読んで決めました。さらにお買い得だったので、とても助かります。不織布は肌が荒れるので嫌ですが、このマスクの評価が良いので、期待をしたいです。
545	5	無くなったら困るので発送が早くてとても助かってます！
546	5	何度もリピートしています。平たい紐でおっさんでもゆったりです。また買います。でも、料金が上がりましたね。５００円以下だったのに２倍の9９８円になりましたね。残念です(涙)
547	5	耳が痛くなし、色も良いです。こちらのマスクしか、買わなくなりました。人にも勧めて、一緒に買ってあげたりしてます。
548	5	マスクはいつもここで注文させてもらってます！小さめマスクの大きさが私と中学の息子にちょうどよく、色の種類も豊富です。
549	5	主人用の在庫用追加でアイスグレーとアイスブルーを購入以前は箱に入ってましたが今回は真空で袋に入って届いたので無駄なゴミも出なくて良いです。ゴムが細いと耳が痛いって言うので、こちらの商品は5.5で痛く無くて良いと言うので安い内に追加で購入。無くなったら又追加購入します。
550	5	リピート購入です。安いのは品質的にどうなのかなと思っていましたが、全く問題なし。耳も痛くならないしもちろん耳ゴムが取れて(切れて)しまうこともありません。私は白を購入していますが、カラーもたくさんあって次回は娘用にピンクを買おうかなと思っています。ポイント消費に利用できますし、マスクはこちらのショップで定期的に買えばいいかなと。
551	5	リピです。家族から白も欲しいとリクエストがありましたので、グレーと白をリピしました。平ゴムは助かります
552	5	ゴムの色もマスクと一緒で太い平ゴムなので、耳も痛くならずとても気に入っています。
553	5	他店は売り切れで予約の色が購入出来て良かったです。ゴムがより幅広くていいですね。また購入するかも。
554	5	お安く購入出来ました。色も可愛いです。
555	5	コスパが良いです。60代の主人にチャコールを購入。グレーより落ち着いて良い色でした。
556	4	同価格帯のマスクを色々買ってみましたが、肌の弱い家族から耳ゴムの評判が一番良かったのがこちらのマスクなのでリピしています。ノーズワイヤーはあまりきっちり曲がらないので眼鏡は曇ってしまうのですが、1日中つける必要があるマスクの最重要ポイントは耳ゴムなので…！お安いマスクによくある化学臭もこちらはあまり気にならず、事前に干してから使うということも今のところありません。圧縮されて届くので多少皺が入っているマスクもありますが、送料込みでこのお値段はありがたいです。
557	5	注文してから届くまで早く大変助かりました。使い心地良くて大変良かったです。
558	5	以前定期的に購入していたマスクが品切れになってしまったので、こちらを見つけ購入してみました。以前購入していた物と同じく気に入りましたので、しばらくこちらを購入したいと思っています。
559	5	ゴムが太くて耳が痛くならないし、ゴムの色がマスクと一緒なのがいいですね。
560	5	ホワイト、アプリコット、ブラック、パープル 、ヘーゼルナッツを購入済み、イエベ秋の私にはアプリコットが１番顔映り良く感じましたね！このカラーつけてるときはどこで買ったのかと聞かれましたし笑個人的にはパープルも好きでした！馴染むという意味では違いますが予想外に可愛いなと思いました笑サイズはふつうサイズ購入してますが、若干ものによってゴム紐の長さが違うような。。短めのカラーは伸ばしてからつけるようにして対応してます。
561	4	ライトパープル２個届きました。色も濃くなく淡い色でつけていてもピッタリです。ただ全部圧縮して、中身が見えるので、ちょっとそれがきになります。あとマスクのシワがきになり、いつも出して袋に小分けしてしてしまっています。今回はそんなにひどいマスクのシワはありませんでした。圧縮の件と発送するとき、中身が見えないようにしていただけるとよいと思います。
562	5	自分用に血色ライラックと夫用にブラックを購入しました。注文後にレビューを見て、良い評価と悪い評価があってどんなのが届くのか不安になりましたが、現物は特に問題無く使えそうです。色もライラックはニュアンスカラーで良い感じでした。ブラックはちゃんとブラックでした。笑マスクは必需品なので、この品質でこのお値段は、とてもありがたいです。
563	5	また購入させて頂きました。全然耳も痛くならないのでおすすめです。また宜しくお願いします！
564	5	大きさと質感。装着した時の顔の見え方が好きです。色もベストでまたリピートしたいと思います。
565	5	3度目のリピです！セール中？だったのかもともとコスパいいのに更にお安くGET出来ました♪28日にポチッとして、本日(2日)にポスト投函で届きました★
566	5	いつも気に入ってリピートしてます。また買います。
567	5	シュガーピンクは自然な薄ピンク。長時間使用しても痛くならない耳ゴムです。簡易包装も好感でした。
568	5	中学生の息子用に購入しました。特に不備もなく、毎日使用しています。このお値段でこの枚数はお得ですね！また是非、リピしたいです。
569	5	ゴムで耳が痛くなる家族のために購入しました。もうこちらのマスク、手放せないとのこと。柔らかく幅広のゴムありがたいです。小さめお色が再入荷しますように。
570	5	耳にあたるゴムが広いので痛くならず、りぴしています。家族からも好評で、またリピ予定です。小さめのお色が入荷しますように。
571	4	コスパ最高です。無くなったらまた、購入します。
572	5	血色ライラックとライトパープルをそれぞれ注文して約4日で届きました。梱包：梱包者によってすごく雑な場合もあります。外装の封が内装の袋まで一緒にとめられてたり。そんな雑な梱包の場合は宛先シールもやはり斜めにバーンって貼られてます。過去に同じショップで20個近く購入して2個ありました。丁寧に扱ってくれてるのかなぁと想像して心配になったりします。マスク：最高です！！耳も痛くないし呼吸もしやすいしケバケバもしない。価格も安い。家族で使ってます。ありがとうございます。
573	5	肌触り  平ゴム ゴムののび  カラー などを 重点的にさがして  気に入ったマスクに出逢いました。とても 気に入っています。接客業なので 印象がよく見られるような優しい色もいいです。
574	4	マスク耳が痛くならなくて大きさもちょうどよくていい感じです。
575	5	平ゴムなので耳が痛くならないのとマスクのカラーがキレイです。家族皆お気に入りなのでなくなったらまたお世話になりたいと思います。
576	5	お値段、品質、色目、配送スピード全てにおいて満足しております。
577	5	とてもお安のにしっかりした造りです。また購入します!配送のかたも丁寧です
578	4	値段に惹かれて購入しましたが、耳紐が平たくて痛くない点と小さめサイズでも小さすぎないちょうど良さが気に入り、３個目の購入です。前回、アプリコットがオレンジ色が濃くてイメージと違ったので今回は薄いグレーを購入。なかなかシックでいいです。でも顔色的にはアプリコットやライラックの方がきれいに見える気がします。たまにシワになって梱包されているのがあるのが残念。ヒダを広げて気にならないレベルなら使っちゃってます。
579	5	サイズも着心地もいい感じです、毎日使うのでコスト的にも、助かります！
580	5	仕事で一日中つけていても耳が痛くならずとても使いやすです。娘にも買ってあげています。
581	5	速い発送ありがとうございました。何色リピーして大好きなチェリーピンク色が売り切れて今回初めて違うピンク色を購入しましたけどやはり素材がしっかりして大好きです。又、宜しくお願い致します。
582	5	ホワイトを何度もリピートしています。仕事で1日2回ほどマスクを取り替えるので、大量に消費します。こちらのマスクは肌当たりも良く、ゴムも平ゴムで耳が痛くなりません。変な匂いも無いのでとても使いやすいです。発送が早いのも助かります。
583	5	形や、生地がしっかりしてぃて、顔に調整あわせやすくて、1番いぃです。
584	5	チャコールを注文しました。とても合わせやすい色です。小さめにして、よかったです。ありがとうございました
585	5	コスパ最高で、かっこいいです。おすすめです。
586	5	自分用にアイスグレー(小さめ)、母に血色ピンクを購入しました。平ゴムのカラーマスクは色々ありますがふわふわゴムを使用してるのはこちらだけでしたので即決で買いました！長時間付けっぱなしでも痛みはほぼありません。マスク部分は普通のものより若干薄いような気がしますがカラーマスクはこんな感じなんでしょうか？色は「黒はちょっとなー…」とアイスグレーにしましたが思いの外肌なじみがよく大満足です！
587	5	この量でこの値段 リピしました耳も痛くならないので 普段使いにはちょうどいいです
588	5	お値段も安く、発色も綺麗で大満足です。他のマスクでは割とすぐに痛くなるのですがこちらのマスクでは1日付けていても痛くなりません。こちらのマスクを付けて仕事をしていると取引先の方に「素敵なマスクだから私の分も注文して！」と頼まれ再度購入させて頂きました。いろいろな色があるので、その日の気分で変えられるのも良いですね。
589	4	こちらのマスクはほんとに耳が痛くならないです。年末年始で在庫が少なくほしい色がなく、他の耳が痛くならないマスクを買いましたが、耳にかける部分の幅がこちらは広くて、長時間かけていると違いがわかります。年末より在庫数は戻りつつありますが、ほしい色がなく、小さいサイズも発送にも少し待つ感じがありました（以前に比べ）。またリピートしていきたいので、再販数が増えるのを待ってます！
590	5	何度も購入しています。安いのに耳が痛くならず家族に好評です。
591	5	安心安定のリピートです。安いマスク沢山ありますが質コスト両面でリピートさせてもらってます。
592	4	使いやすくケバケバにもなり難いので何度も購入しています。
593	4	値段も手ごろでカラーのバリエーションも豊富で良かったです。50枚で圧縮梱包されているので できれば10枚ずつとかで梱包されていればなお良かったです
594	5	耳のゴムひもは平らでゆったりした感じです。中国製ですが安く買えてるのでありがたいです。またリピります。
595	5	リピートです。耳のゴムひもは平らでゆったりした感じです。中国製ですが安く買えてるのでありがたいです。またリピります。
596	5	リピートです。耳のゴムひもは平らでゆったりした感じです。中国製ですが安く買えてるのでありがたいです。
597	5	マスク自体は51枚入りの真空パックで、平でかさばらないので、保管や防災用の備蓄としても◎肌触りも柔らかく、特に耳ひもが太めのタオル地の様な平型なので、耳への負担が少ないので子供から大人まで耳の痛みを感じることなく快適に使えます。使い捨てマスクとして考えると、品質も価格も色味もおすすめと思います！
598	5	子供用に注文しました、いつも黒色だったので今年は〜って感じで変えました。えって言ってたけど ちゃんと使用してる子供です。全然悪くないですよ
599	5	何回もリピートしてます。ゴムと大きめな所が気にいってます！ずっと、欠品だった血色ライラックを頼みました。
600	5	耳が本当に痛くなりません。またこのマスクを付けると、その名の通り血色が良く見えます。またリピします。
601	4	離れて暮らす母にプレゼントをしました。周りで白以外のマスクを着用しているのを見て、興味があったようでした。色、サイズ良かったようです。送料無料でしたので、大変助かりました。
602	4	口紅がつかない、息苦しくないマスクを探していていいのが見つかりました色も少し写真より濃いめでしたが綺麗な色でした
603	5	ゴムが太くて柔らかいので痛くならない！不織布だと口元がだんだんケバケバになってくすぐったくなるけど、この不織布は割と大丈夫。この値段なのに強くてお気に入りです！
604	5	以前から血色マスクを使用していましたが、時々耳が痛くなる事がありました。こちらのマスクは、ゴムが太くて柔らかいので耳が痛くならずに快適です。なくなったらまた購入しようと思います。
605	5	3回目の購入です！毎回違う色を選んでますが、どれもかわいいし、なんと言っても耳ゴムが柔らかくて痛くならないのが良いです♪
606	5	フェザーマリンとブラックを買いましまた。生地も硬すぎず毛羽立ちも無く耳も痛くならないしとても良いです。フェザーマリンの色味もくすみカラーで派手すぎず使いやすいです。
607	5	耳ひもが太くて耳が痛くならないのが一番いいですね！色も豊富で選ぶ色を迷います。
608	5	発送が早くて助かります。またリピートさせていただきます！
609	5	リピート購入です。今まで類似品も試しに購入しましたがすぐにゴムが取れてしまったり使えなかったので、やはりこちらの商品が私には合っていました。ゴムも一度も切れたことないですし耳の痛みもない。毛羽立ちも少なく息苦しくもない。またサイズも大きすぎずちょうど良いです。到着まで時間がかかりましたがそれだけリピーターさんが多いのだろうと納得です。今後もお世話になると思います。今回はアプリコットを！素敵なお色です(^^)
610	5	肌の弱い娘に購入しました。このマスク、安い割に肌に合うようで、肌荒れしにくいようです。一冬分購入しました。安いのでガンガン使い捨て出来て有りがたいです。
611	5	リピートです。問題なしです。毎日取り換えて使用しています。
612	5	リピです！職場にマスクありますが耳が痛くなるので、このマスク以外できなくなりました。耳紐が太く、息もしやすくお値段も安く、ずっと使いたいマスクです。
613	5	リピーターです！とても使いやすいです！！
614	5	2回目の購入です。今回は前回も頼んだアプリコットの他に、前回気になっていたヘーゼルナッツをお願いしました。ヘーゼルナッツは、よく街で人がつけているのを見て気になってた色にほぼ近く、これだ！！と思える色で大変気に入りました！前回頼んだ薄ピンクとともに、頼む時の気分で色々なカラーをまた試してみたいです！
615	4	長く付けていると少し耳が痛くなるのが残念
616	5	何度もこちらのマスクを注文しています。耳が痛くならず、安くて可愛い色なのがとても良いです。一番は、耳が痛くないのが良いです。他社さんで購入したのは耳が痛くて、使用出来ませんでした。
617	5	リピです。耳も痛くならずとても良かったです。子供も私も満足してます。
618	5	色の種類も多くこの量でこのお値段はとても安くていいです色々試すことが出来るお値段でとてもいいと思います
619	5	色も枚数も多くよかったです。使いやすいです。
620	4	肌触りが良く、ゴムも太く使い易いです。パープルはもう少し色が薄い方が良かったです。
621	5	小さめのライトパープルを購入。色も大きさも丁度よく、ゴムも耳が痛くなりにくい形状なので使いやすいです。
622	5	初めて楽天でリピ買いしました！頼んで早く届いたので助かりますまたリピする予定です♪
623	5	口周りに空間があってリップも落ちにくいし話しやすくて気に入っています。色のバリエーションも毎回悩むくらい沢山あって有難いです。また無くなったら注文させていただきます。
624	5	プリーツじゃなく、立体型が好きなのですが、他所のマスクはゴムが短くて凄く不快ですが（色によりけり…）、こちらのマスクは私には丁度良いです！欲しい色もほぼほぼあるし、いつもありがとうございます。
625	5	この立体マスクの形状がとても気に入っています。呼吸もし易いし&#128076;
626	5	いつもマスクはここのお店の物がフィットするのでずっとここのお店で購入しています。肌が弱く触れるとチクチクしたり痒くなったりすることが多いのですがこちらの商品はそれがなく快適に使用できていてサイズもピッタリです。
627	5	沢山の色から選べるので服に合わせてマスクの色も変えることが出来ます。
628	5	サイズ感も問題なく、他店よりも入ってる枚数が多いのでトータル的に大満足です！
629	5	口が付かずとても良いです。迅速な発送でした。
630	5	いつもリピートして利用しています！今回クーポンでとてもお得に購入できました！
631	5	可愛いしサイズが使いやすいですピンクのバイカラー購入したので、次は違うカラーも使いたいです
632	4	マスク内はゆとりが有り、息苦しさが無く快適なつけ心地です。耳が痛くならないのも良かったです。
633	5	3回目の購入。素材もしっかりしていて安価です。
634	5	私だけが使っていましたが、家族もフラップ型マスクが良いとの事で購入しました。カラーが沢山あるので、選ぶ楽しみがあります。私はライラック×ブラックが気に入っていつも購入しています。クーポンでお安く購入でき、送料も無料なので助かっています。また、購入させていただきます。
635	5	サイズもぴったりで、形も綺麗でした。リップなども取れづらく重宝しています。
636	4	リピート購入です。迅速な対応ありがとうございました。
637	5	息がしやすく、喋りやすいので助かります。また買いたいです。
638	5	色味もイメージどおり、サイズもちょうどよかったです。またリピートしたいと思います！
639	5	色は想像していたよりも少し濃いめでしたが、付け心地も良くて気に入っています！！
640	5	呼吸が楽だし、フィット感や、耳が痛くならないと子供達が気に入っています。
641	5	無事に受け取り、早速使用しています。マスクとしての機能はもちろん 色が入ることでちょっとしたオシャレをしている感があって大変気に入りました。もちろん、息苦しくないのも嬉しいです。
642	5	耳のゴム紐もきつくなくマスクの生地もしっかりしておりリピートしてます。家族全員でこちらのマスク使用してます
643	5	口周りに空間ができるので、つけていて楽に感じます。
644	5	プリーツ型と比べると、口周りに圧迫感がなくて付け心地がいいです。価格も手頃でありがたいです。
645	5	形も良く、クーポンで安く買えて良かったです
646	4	まえから気になっていて、お得に購入できてよかったです。これから使うのが楽しみです！
647	5	全く耳が痛くならず、口に直接付かない形状で且つ見た目も綺麗なので重宝しています。色もバリエーション豊富で理想の色を選べて大変嬉しいです。今回買った分がなくなったらまた買わせていただきます。
648	5	子供たちが気に入ってリピート使用しています。
649	5	一般サイズより小顔の86歳の母の為に、子供用を購入。サイズ的に丁度良く、肌色に合わせ、ヘーゼルナッツ色を指定したが、これも良かった。と喜んでいます。ネコポスもタイムリーに届きました。有難うございました。
650	5	発送も早く、マスクの色も良くとても良かったです。
651	5	ハニーを買いました。優しい色でした&#9835;頼んですぐに到着してありがたかったです。
652	5	使いやすかったです(^^)子どもと一緒に使っています。メガネも曇りにくくなったし、とても快適です。
653	4	大きさもゆったり目で問題なかったです。配送もすぐでした
654	5	サイズもちょうど良く、綺麗な色で購入して良かったです。
655	4	ハニーとアイスグレーを購入しました。優しいお色で使いやすいです。着用感もよいです。
656	4	リピートです。もっと、もっと、もっと 安くなればいいな。
657	4	立体のアイスグレー&ヘーゼルナッツ／レッドとプリーツのアイスグレー&ベビーピンクを頼みましたケバケバした感じもなく快適です耳も痛くなりにくいですピンク系ではベビーピンクが1番良い色でした個包装だともっと嬉しいです
658	4	こちらの手違いでしたがすぐに連絡いただけました丁寧な対応ありがとうございますまた必要になったら購入します
659	4	ヘーゼルナッツとアイスグレーを購入しました。敏感肌ですが、今のところ肌荒れすることなく使えています。またリピートしたいです。
660	5	立体マスク  不織布共大きさ 形 臭い いずれも問題なく快適に使ってます。
661	5	付け心地最高でした。サイズもぴったり。
662	5	何度もリピさせてもらっています。今回は主人にプリーツタイプのチャコールを。マスクの付け心地も良く、色も気に入ったようで、次回も利用したいと思います。
663	4	子供がプリーツマスクだと肌が痒くなりますが立体マスクだと大丈夫なのでリピートしました。
664	5	すぐに届いたしお得に買えて大満足です。また買いたい。
665	5	ヘーゼルナッツとサンドベージュ購入初めてこの形のマスクを買いました。息しやすいし、色も可愛いし、快適です。
666	5	なかなかコロナが減らない中しっかりとした生地でフィットするので使い勝手いいです。耳も痛くなる事はありませんし、長時間していると多少息苦しいですが安心して使えます。アイスグレーはなんでも合わせやすい色でした。
667	4	とても良い。苦しくない。おすすめします。
668	5	いつも利用させてもらってます。メガネも曇りにくく満足してます
669	4	立体バイカラーリピートです。やっぱり付け心地いいし、カラーもおしゃれ。きちんと付ければメガネ女子でも曇りにくいです。
670	5	可愛いマスクなので毎日使ってます！また買います！
671	5	アプリコットを購入 優しい可愛いカラーです。ゴムがきつくなくて 耳にも優しいマスクです
672	5	注文後、すぐに届きました。前回よりもゴムがキツくなく耳が痛くならず良かったです。色味も画像通りです。
673	4	立体マスクを初めて買いました。安くしていたので、良い機会だと思い普通サイズのハニーを選びました。口がマスクに触れないところが気に入りました。外した時に元の形になる点も良いと思います。しっかりした作りですが、３０枚で定価だったらちょっと買えないかなと思います。
674	5	フラップ型ホワイトをリピート購入です。小学校高学年の子供が使用していますが、口元がラクで良いそうです。商品の発送、到着が早いのも助かります。
675	5	何度もリピートしてます。今回は嫁や孫にも買ってみました。
676	4	リピートです！耳み痛くならずいい感じです。また買います！
677	5	早速届きました！お得に買えて嬉しいです。
678	5	アイスグレーを購入。人にもらって始めてグレーをしてみました。顔色が悪く見えるかと思いきやそうでもなく何よりも着ている服に合います。モノトーンや寒色系の服を邪魔せずしっくり馴染む色です。それで自分で購入することにしました。気に入ってます。
679	4	アイスグレーを購入しました。腰があってしっかりしているのでリピートです。
680	5	これが一番お気に入りのマスクです。なくなったらすぐに注文してます
681	4	多少匂いがありましたが、子どもは気にせず使っています。色は気に入っているようです。
682	5	安く買えて嬉しいです。なくなったら、またこちらで購入したいと思います。
683	5	柔らかいグレーがとても素敵です。立体マスクが好きなので、ゴムがピンクのタイブが入荷したら購入したいです。
684	4	注文してからすぐに届きました。色も写真通りで不満ないです。
685	5	家族で何度も購入してます。つけ心地もよく安くて、たくさん色があって、とってもいいです。
686	5	学校に毎日付けていくのに、息子がこの形が1番楽だと言っていて、色々試した結果これに落ち着きました。ドラッグストアで買うと１０００円以上しますが、こちらだといつもクーポンでお安く購入出来るのでリピートしています。
687	5	5度目のリピートです。呼吸が楽なのでこのフラップタイプが欠かせません。
688	5	付けた感触もとても柔らかく大きさもちょうどよかったです。またリピートしようと思います。
689	5	可愛いマスクをお手頃価格で購入でき、大満足です！またリピートしたいと思います。
690	5	以前からお気に入りのサンドベージュの小さめプリーツ再販してもすぐ売り切れで全然買えなかったのでようやく買えました。ピンク寄りで肌馴染みが良いので気に入ってます。
691	5	お気に入りですリピート購入です他の色も色々試したいです
692	5	顔が大きい方ですが、マスクもきつくなくとてもつけやすかったです。
693	5	こちらのショップさんから初めて購入しました。バイカラーのマスクとっても可愛いです。また、発送も早くて助かりました。
694	4	ゆとりがあって男女共に使えます。クーポンで値段も安く買えました。
695	4	評価が良かったので購入して、今日初めて使ってみました。耳が痛くないなぁ、、と、思ったんですが、やっぱり使い続けていると多少の痛みは出てきますが、他のものと比べると柔らかめだと思います。海外に住んでいるので、もう少し買い足して持って帰ろうと思います。
696	5	安いし色もかわいいし、ポストに届くのでありがたいです。皮膚が弱く、不織布マスクは痒くなる物もありますが、これは大丈夫です。
697	5	サイズもちょうど良く、使い勝手が良かったです。
698	4	耳の紐も痛くありませんし、肌に触れる感じも使い心地がとってもいいです。沢山の色があるので、色々な色を試してみたいと思います。
699	5	何度か購入させて頂いており、今回は母用に購入しました。色んな色があるので、母の肌の色に合わせた色を選んで購入しました。仕事仲間にも好評で母も喜んでいました。また在庫がなくなる前に購入したいと思います。
700	5	旦那さんがお気に入りになりました！今後もリピしていきたいと思います！
701	5	リピートです。いつも発送が早く助かります！
702	5	いつも子供が使っています。立体が息がしやすくていいと言っているので、いつもお安いこちらで購入しています。色はグレーが好きみたいです。
703	5	つけ心地もいいし色も可愛い！また購入したい！
704	4	配送も早く、梱包もきちんとしていました。クーポンを使って安く買えたので、またリピしたいと思います。アブリコットの色が、写真と違ってたので星4つにしました。
705	5	アイスグレーの小さいサイズを購入。一般的なプリーツマスクはあごのあたりが余ってだぶつく感じが気になっていました。これは本当にぴったりですっきり見えます。アイスグレーよりも色は濃くライトグレーくらいな気もしますが、デニムや寒色系のアイテムが多い私にはとても使いやすいカラーでした。
706	4	発送も早くて、マスクも息がしやすく使いやすいです。またリピしたいです！
707	5	クーポンで安く買えました！またなくなり次第、リピしたいと思います。
708	5	安いし届くの早いしまたリピしました。この立体マスクが一番息がしやすいし安心して使いやすいので気に入ってます。
709	5	玄関ドアに袋に入れて掛けてます。出がけに忘れて出ようとするので。大きさも丁度良くて重宝してます。
710	4	本当に良い商品だと思います。クーポンをりようしての購入でコスパは最高です。数回にわたるリピーターです。
711	5	耳も痛くならないし、使いやすくて、リピしてます。
712	5	今まで使っていたマスクはしばらく着けていると耳が痛くなっていたのですが、このマスクはそんなこともなく、サイズ感も私にピッタリなので満足しています。
713	5	アイスブルー プリーツ 小さいサイズパープル・ブラック フラップ ふつうを耳が痛くなりにくいのでリピしてます。
714	5	お安く購入できて良かったです。サイズも丁度よかったです。
715	5	生活必需品なので購入。注文すれば、ポストに届くので受け取りもラクで良いです。
716	5	高校生の息子用です。着け心地がとてもよいらしくリピート買いです！発送も早くすぐに届きました！
717	5	届くのが早くてよかったです！商品もしっかりしていました&#128522;
718	5	サイズ感も質も良かったです。しっかりした分夏は少し暑さは感じますが、これから冬にかけては良いと思います。
719	5	立体マスクが楽チンなのでリピしています。グレーとブラックですが、グレーが意外と可愛いかったです。
720	4	とても安かったのでどうだろう？と思いつつ購入させていただきました。過剰包装もなく、良品でした。
721	5	何度もリピートしています。色々な色を試していますが、どれもかわいいです。どの色も内側は白なので、気に入っています。
722	5	いろんなマスクを試しましたが、こちらのマスクはお値段も性能も文句無し。今のところ私のベストマスクです！これからも利用させてもらいます。
723	4	子ども用のマスクを購入しました。結構使える年齢幅が広いかと思っていたのですが、４歳の子は使えるのですが、５歳の子は少々きつそうで嫌がりました。色はきれいで予想通りの色でした。
724	5	眼鏡をしてても曇りにくいのでとても満足です。リピート決定しました。
725	4	配送も速かったですし、綺麗な箱に入ってました。多少匂いは気になりますが、こんな物かなっていう程度でした。少し緩いかな？大きいかな？と思いましたが、着けても落ちてくることはなかったです。また購入してもいいかなと思います。
726	5	KN94のヘーゼルナッツを購入しました。色も優しい色で形もとても綺麗です。またリピートすると思います！発送もとても早くて助かりました。
727	5	前回ライトグレーのフラップ型マスクを注文し、家族が気に入って使用しているので自身の分のアプリコットのフラップ型マスクを購入しました。配達が早く、郵便受けに届くところも便利ですね。また他の色も購入してみたいと思います。
728	5	少し薄かったですが使用感は大丈夫です。これ以上薄いと立体なので使いにくくなるかなと思いました。紐も切れることなく、マスクもシワシワになっておらず良かったです。発送は早くて満足です。
729	4	サイズは ちょうどよかったですが、長時間使用していると内側が毛羽立って少し痒くなることがあります。
730	5	サイズとフィット感がちょうど良かったです。色違いでまた購入したいと思います。配送も早くて助かりました。
731	4	クーポンを使って最安値で購入。複数箱購入の際に いろんな色が一度に選べるといいですね。
732	4	プリーツタイプのホワイトを購入しました。店で売っているものより安く買えますし、商品もサイズも良いです。
733	4	ある程度生地はしっかりしていた。若干顎下あたりのよたつき感が気になるが、値段を考えたら充分許容範囲内です。
734	4	何度かリピートして購入しています。前より値段上がりましたが、それでもまだお手頃価格で助かります。
735	5	長時間マスクをしていても、耳が痛くなることも息が苦しいこともありませんでした。色もかわいいですし、次回も購入したいと思います。
736	5	思った通りのカラーで大きすぎることもなく小さすぎることもなくちょうどよかったです。
737	5	気に入ってリピートしてます。また別の色を購入したいと思います。
738	5	お友達に頼まれてリピートです。日本製で、しっかりしていて安心です。
739	5	家族全員で使っていてとても気に入っています。
740	4	フィット感良く、カラーも気に入りました。
741	5	もう何度も購入しています。特に高校生の息子は、学校で発言したり友達と話したりするのに、プリーツ型のマスクよりフラップ型が断然良いらしく、お得なこちらの商品を続けて使っています。
742	5	カラーバリエーションも豊富かつ、息苦しくないのでヘビロテしてます！
743	5	本当に耳が痛くならないので何度もリピートしてます！
744	5	ずっとこのマスクです。今回ベビーピンクを買いました。この色にしてから、肌が綺麗やねと言われる事が増えました。マスクの色でこんなにも印象が変わるんですね。これからは、この色にします。
745	5	安くなっていたので粗悪品かなと覚悟しつつ購入しましたが、普通に良かったです。耳ヒモも切れず、ペラペラでもありませんでした。初めての購入でしたが、また利用したいと思います。
746	5	家族で使わせてもらっています。話してもマスクがずれないので、そこがお気に入りです。
747	5	小学生の息子のリクエストでリピ買いです。きにいっています。
748	4	男性で顔は大きめよりですが、難なくつけることができました。息をしやすいのがいいですね。
749	5	リピートで、今回もアイスグレーを注文しました。色もきれいで、呼吸もしやすいのでとても気に入っています。
750	5	匂いも気になることなく着け心地も良いのでリピートして買っています。
751	5	色の種類が多いので選ぶだけでも楽しいです。しっかりした作りでつけ心地もいいのでまた購入したいと思います。
752	5	色も可愛くて、量もいっぱい入っててよかったです。
753	5	息がしやすく、色も綺麗で気に入りました。
754	4	ここのマスクはサイズ感がいいので何度もリピまた頼むと思います
755	5	接客業の主人用に何度か購入してします。プリーツより口周りに余裕があり会話がしやすいそうです！
756	4	フィット感よく、満足です。50枚入りだとより満足です！
757	5	ドラッグストアで購入するより安く、質も良いので定期購入してます。
758	5	2回目のリピートです^_^しっかりしていて着け心地も良くて満足です♪なくなったらまたリピートすると思います。
759	4	安くて使いやすいです。欲を言えば、大人サイズと子供サイズの中間があると嬉しいです。
760	5	プレゼントした方が、着けやすいし可愛いし、大変喜ばれまして、今度は、自分用に購入したいと思います。
761	5	アイスグレーを注文しましたが、イメージ通りの色で使いやすいです。包装もきちんとしていて安心できるので、リピートしています。
762	5	安く買えたので助かりました。色違いでまた購入したいと思います。
763	5	コスパ良く、毎日使ってます。肌荒れする事なく使用感も良いです
764	5	つけやすさとバイカラーの可愛さがとても気に入っています。発送も早かったです。
765	5	立体マスクを買いましたお安く、しっかりしてて大満足ですバイカラーがどのカラーもかわいいですねまた購入しようと思います
766	5	クーポン利用でお得に購入できました。呼吸も楽になり、気に入っています。
767	5	ゴワゴワしていなく、形も色も綺麗でした！値段もお手頃のなのでリピします！リピートです。肌触りと形とお値段を全て良しなのでまたなくなったら購入します！
768	4	すぐに到着しました。とても使いやすいです。
769	4	早い発送、マスク自体もしやすくて良かったです
770	5	リピート購入☆今回初めてバイカラーも購入しましたが、色味可愛かったです！
771	4	小学生の子供にピッタリ合うマスクがなく困ってましたが、やっと顔にフィットするマスクを見つけました。
772	5	リピートです。仕事で使用するので白を購入しました！耳も痛くならないので、また無くなったら購入すると思います！
773	5	何度も使っているタイプのマスクです。大きさも、使い勝手も適度に良いです。
774	5	いつもこちらで購入させて頂いています。クーポン割引でお安く買えて大満足です。
775	5	発送、到着も早かったです。立体マスクは息がしやすいので、また次回も利用させてもらうつもりです。
776	5	色が気に入ってずっとリピしてます！サンドベージュはイエベの私は使いやすいです◎
777	5	プリーツマスク小さめが欲しかったのですが売り切れており、KN94を購入。プリーツマスクより快適なので結果よかったと思います。クーポンで安く買え満足です。
778	5	カラーも形も画像通りで、使い心地も良い商品でした。色違いをまた購入したいと思います。
779	4	まだ使用はしてませんが、商品配達がとても早くて良い。
780	5	生地もしっかりしてて色も可愛くてリピしました
781	5	リピーターです。これまで不良品は1枚もなく、色も画像どおりです。顔の輪郭もキレイに出るカットでいつも大満足です(*´∀｀*)しかも、クーポンでお安く買えて、次もリピート間違いなし！
782	4	何回も利用してますがいつもきちんとした箱で届きます。顔がスッキリ見えるマスクの形がお気に入り。品薄のせいか前より配送が遅くなったのでひとつ減らして星4にしました。
