	score	comment	INPUT_URL = "https://review.rakuten.co.jp/item/1/351180_10001030/1.1/"  # 74210
698	5	紐が本当に柔らかく1日付けていても痛くならず重宝してます！無くなる前にまた購入させてもらいます。良い品をありがとうございました。簡易包装でかさばらず良かったです。
699	4	色んな色があって、安く買えて、毎回色違いを使うの楽しみにしてます！
700	4	圧縮されていたので紐の部分がしわくちゃだったので、開けるまでは不安でしたが、開けてみたら気になりませんでした！サイズもちょうどよく、肌馴染みのいい色なのでこれから使うのが楽しみです！
701	5	首にかける紐が柔らかな平ゴムなので、痛くならないし、サイズもぴったりでした。
702	4	こんなかんじで、ぺちゃんこで届きました。店より安く買えたので良かったです。たくさんの色があって、いいです。ゴムも柔らかく、平ゴムで耳も痛くならなかったです。色々な色が入ってるの出して欲しいです。試したいので。
703	5	超コンパクトなので大人買いしても保管場所最小で助かります。
704	4	小3の息子にフラップ型のグレーとネイビーを購入。購入した時は即納と書いて居ましたが、結局届いたのは1週間後ぐらいでした。インクの匂いがしますが、慣れれば大丈夫と言っていました問い合わせの対応はとてもよかったです。
705	5	どの色も可愛くて追加購入しました。服に合わせて使いたいと思います。生地もしっかりしているし、鼻の部分にワイヤーが入っているのでフィットします！
706	4	初めてカラーマスク購入してみました！色はライラックですが、思ったよりピンク味が強い感じがしましたがこれはこれで可愛くて良いです。サイズは小さめを選びましたが、自分では小さめはキツイかな？て思ってましたがちょうど良かったです!次回は違う色を買ってみようと思います♪
707	4	立体型のライラック30枚を12/1に購入し12/4に受け取りました。普通サイズでしたが若干大きくてもたつくので小さめでもよかったかも。(普段は普通サイズ)カラーはきれいなラベンダーです。
708	5	紐までピンクで可愛いです。ありがとうございました。
709	4	小さめを頼んだのに、ふつうサイズと書いてあるのがきたと思ってしまった。商品の表示と注文のサイズの表記がちがうのはややこしい。
710	4	安心して 毎日 使えます。カラーも 色々 有るので 又、購入したいです。
711	5	まだ使用はしていませんが、ゴムが平ゴムで耳が痛くなりにくそうです。カラーも豊富でとても良いです。
712	4	クーポンを使用するために8箱購入しました。大人用にいくつあっても困らないプリーツタイプ6箱、子供達用に立体タイプを2箱。マスクにうるさい主人…何も言わずに使用しているので、耳が痛くなることなく快適に装着していられるようです。子供達はマスクの匂いが気になるようです。マスクを装着する前にしばらく空気に触れさせておかないと臭くて嫌だ！とのご意見をいただきました。(4歳と8歳談)晩年鼻マスクの8歳。立体マスクならYouTuberの子供達もしてたりするし、ちゃんと鼻までマスクしてくれるかなあ？と淡い期待をしてましたが、そんなことありませんでしたー！笑8歳でも慣れるまでは装着に難ありかと思いました。
713	4	いつも購入させて頂いています。ベージュを購入しているのですが、もう少し薄い色味が欲しいです！
714	5	消耗品なので安く購入できるのは助かります。届くのも早かったです。
715	4	毎日家族全員が使う物なのでたくさん入っててよかったです。KN94ふつうサイズ白にしましたが、ちょうどよかったです。中学生の息子には少し大きかったようです。鼻の部分に切り込みがあったらいいなと思いました。
716	5	コスパ良く購入しました。バイカラー柄がかわいいなと思います。届くまで時間がかかるようです。
717	5	お気に入りのアイスブルーりぴしました。娘がこの色が好きらしく、あっという間になくなります。肌の辺りもソフトでとてもつけごごち良いですね
718	5	毎回購入していますが使いやすいそうです。いつも「前と同じマスクを買って」と頼まれます。
719	5	娘がお気に入りのアイスブルーもうなくなったのでリピしますね
720	5	ベビーピンク、ライラック、グレージュ２箱買いました！ライラックは以前購入した時より、紫が薄めになりラベンダー寄りになっていました。ムラがなくなり良かったです。ベビーピンクは初めて買いましたが、あまりピンク色という主張したカラーではなく落ち着きのある暗めのピンク色だったので良かったです。グレージュのような色合いが大好きで何度もリピートしています。グレージュは2回目で、定番カラーになりそうです。落ち着きのあるカラーを求めているのでどんなシーンでも良さそうです。普段使いでもします。色々なカラーをリピートしていきたいと思います。
721	4	綺麗に梱包されて届きました。ありがとうございます。
722	5	少しだけ小さくフィットするタイプが欲しくて購入しました。良かったです。
723	4	初めてフラップタイプを購入しましたが、唇に当たるストレスがなく快適に感じました。しかし薬品のようなニオイが気になるので★★★★です。
724	4	間違えて立体型を買ってしまった。色は気に入ってます。
725	5	4色4箱まとめ買いで1596円は安い。只々お買い得。
726	5	安定のクチバシマスク、使いやすいです。色も写真の通りで可愛かったです。満足です。
727	4	商品にシュリンクがかけてあり、そこに宛名ラベルを貼って届きました。簡易包装で好感をもちましたが、箱の四隅がペコペコになっていました。マスクには問題ありません。普通サイズで、Lサイズと記載がありました。マスク自体は作りもしっかりしており、満足しています。
728	5	肌触りが良く、なめらかで、とても良いです肌荒れで痒みがありましたが治りました。ありがとうございました。
729	5	大きさもちょうど良いので毎回リピートしてます！
730	5	梱包も丁寧で、耳にかける紐が柔らかくてよい。
731	5	いつも使うものなので幾つあっても困りませんが色を選べて枚数も多いのは良かったです。普通タイプのプリーツのベージュを購入です。色も落ち着いていて自分の肌色みに合いました。万人受けの色だとおもいます。耳紐も一日中装着しても痛くならず、さらに本体部がしっかりした質感なのでいい感じに口元に空間が出来て息苦しくもなく、ずり上がりもずり下がりもしないマスクなのでお得に購入出来たのはあたりだと思います。また、色違いで購入したいです。少し圧縮袋に入っていたので３列の真ん中の列はクシュっとなってましたが別の収納ケースに移しておけば気にならない程度だし、シワが寄っていたものでも、装着してしまえば気になりませんでした。良いマスクでしたよ。
732	5	色味もよく、不織布で大きさも問題なしです。発送も他のお店より早かったです。
733	4	リピ買いのマスクちゃん。ちびたちように。
734	4	カラーも豊富でお値段もお手頃で、ゴムが切れることもほとんどないので良い商品だと思います。家族みんなで使用しています。
735	5	もうここのマスクしか使っていません。安いし丈夫で色も選べてって最高です。
736	5	リピートです。届くの早いし、アプリコットの色味が肌色よく見えてお気に入りですしっかりくる色このマスクだけだから。
737	5	まず、発送について。とても遅いです。「○日〜□日で発送」とあれば□日の方で発送されます。２回の注文で２回ともです。以前圧縮でマスクを梱包されていた時に二度と買わないと思ったのですが、気付いたらランキング上位に来ていたので（懲りずに）サイトを除いたらパッケージや梱包がリニューアルされていたので試しに購入してみました。こどもサイズとdeCOGAOを購入してみました。中学生（小顔）と小学生の2人ともサイズは問題ないようなので、コスパの良さでリピートしようと思いました。「ゴムひもが外側でなく内側に付いているのが気になる」というこどもも居ますが商品は概ね満足です。
738	4	安くなり購入出来ました。毎日使うから助かります。
739	5	プリーツは今回初めてですが顔になじみ使いやすいです。カラー豊富でうれしいです。詰め合わせなんかがあるとお買い物しやすいと思います
740	5	子供用に購入しました！息がしやすくて、学校に行く時に着けていきます。白があって良かったです！
741	4	小6の女子、市販の大人サイズではかなり大きい様子、子供用だと小さくて耳が痛く事もあるらしく…この度、自分でカラーサンプル見て、ベビーピンク、ヘーゼルナッツ、シンプルなプリーツタイプの小さめサイズを購入しました。カラーは想定内の色目で大変、気に入った様ですが、残念な事に小さめタイプ、小顔な娘には少し大きかった様です。ちなみに耳のゴム部分は、アトピー性皮膚炎持ちなので、痒くなる場合もあるらしいのですが、このメーカーさんはソフトな平ゴムで柔らかく、今のところは痒くもならないし痛くもならないそうです。早々に子供用を注文しましたが、人気な色目なのでしょうか？今、入荷待ちです。
742	5	何度もリピートしていてお気に入りのマスクです。ゴムが太めで1日着けていても耳が痛くなりません。色がいっぱいでいつも迷います。
743	4	家族分５色購入しました。サイズ感も丁度良く耳も痛くなりません。お安く買えて満足ですが、少しニオイが気になる色と無臭の色とあります…ニオイが気になる色のマスクは袋を開けて暫く放置してから使ってます。
744	5	私は20代後半ですが、全体的に身体が小さいためマスクも子供用です。以前から黒色のマスクを探していましたが、薬局や雑貨店では子供用サイズは見つかりませんでした。通販サイトで衛生用品を購入することに若干の不安がありましたが、レビューが多いためこちらの商品を注文してみました。実際に届いた商品は、サイトに記載のように市販の子供用と同じサイズでした。紐の部分は柔らかく長時間使用していても耳が痛くなりません。実店舗で子供用を購入することに多少の抵抗もあり、今後もこちらでマスクを購入しようと思います。サイズが見つからない方におすすめの商品です。
745	4	早い発送ありがとうございます色形満足です顔にフィットして安く買えて良かったです。またなくなったら購入したいと思います
746	5	楽天セールで目についたので購入してみました。発送、サイズ、質、価格、全てにおいて満足です。仕事でマスクをするので安いに越した事はないのですが、ゴム紐は柔らかく、マスク部分もしっかりと厚みがあって(どちらかと言うと紙のような感触？薄いよりは機能的に安心ですよね)プリーツタイプを買いましたが51枚も入っていて嬉しいです。個装じゃないのも、余計なゴミが出なくて嬉しいです。普通サイズはいつもゴムがゆるくなるので普段買ってる子供サイズを選びましたが、しっかりした作りなので小さめサイズでもいけたかな？またリピートします。
747	4	8月9日注文、11日到着でした。クーポンを使い、半額以上割り引いたお値段で購入できました。プリーツ型、アイスグレーのLサイズを注文。色合いもサイズ感も良かったと思います。薄い生地という感じです。アイスブルーと迷いましたが、これから冬に向かうので、ブルーよりグレーの方が、多少温かみが出るか（？）と思い、決めました。まだ外出時に付けていないのと、ウィルスをどれくらいシャットアウトできるのか分からないところが少し不安です。配送はポストインで、助かりました。使用感がよければ、また購入するかもしれません。
748	4	前回は自分用に、今回は子どものためにライトパープル、アイスブルーを購入しました！こだわりがあるようで、柄つきのは好きではないけどおしゃれなマスクが欲しいな〜と言っていたので、試しにこちらのマスクを見せるとかわいい！と大喜び。色は画像を見せて子どもが選びました。どちらも綺麗な色ですが、ライトパープルは画像より色が濃く感じましたし、折れてしまっているのが多かったです。子どもは気に入って早速つけています。クーポンでかなり安くなるので本当にありがたいです。また少なくなってきたら自分のと子どものものをまとめて購入したいと思います。
749	5	色んなマスクを買いまくっていますが、今回購入したマスクは柔らかくて良かったです。
750	5	リピート購入です。消耗品なので安く買えるのは助かります。
751	5	リピ買いです。クーポンで安くかえたあざーす(●´ω｀●)
752	5	アプリコットとサンドベージュを購入しました？何度目かのリピですが色も変えたりととても楽しんでマスク生活をしています。娘にあげたり。その日のコーデにも楽しく合わせられるので良いです。値段もお手頃で丈夫なのがとても良いです
753	5	おしゃれで、色合いも画像通りでした！購入して良かったです！
754	5	使い心地も良く満足しています。また購入しようと思います。
755	5	ずっと黒の立体不織布マスクが欲しかったのですが、薬局は少し高いなーと思っていたときに、スーパーセールでお安く購入させて頂きました。丈夫なのに付け心地も良く、大変気に入りました。また箱ではなく袋の包装なので、収納にかさばらないのも良いです。
756	5	立体マスク 普通サイズの白を購入しました内側が柔らかく、いいですね開封時のにおいは気になりましたが袋から出しておけば何とか大丈夫耳のゴム紐がもうちょっと長くてもいいかな男性にはきつそうカラーマスクにも挑戦してみたいと思います
757	4	安かったので買ってみました。良くも悪くも普通のマスクです。少し石油？くさいかな？あと、長い時間使ったら吹き出物が出ました。敏感肌なので仕方ない。短時間用にしようと思います。
758	4	使いやすい色だし在庫もあって買いやすいお値段です
759	5	いつもはCICIBELLAの血色マスクを使っています。欲しい色が完売でいろいろ探していたらここにたどり着きました。CICIBELLAと比べると、今回のマスクの方が付け心地も良く顏にフィットします。ゴムも少し太めなので耳も痛くなりません。元のお値段が良いので商品も良いものでした。今回お得なクーポンでゲット出来てラッキーでした。ただ、開けた瞬間臭いが気になり、星はマイナス1にしようと思いましたが、出してしばらく置いておいたら大丈夫で全く気になりませんでした。今後もお安く買えるなら断然こちらを選びます。※私のは圧縮はされていない状態の物が届きました。
760	5	ヘーゼルナッツ マスクタイプ:KN94・フラップ型 カラーがちょうど肌に馴染んでかわいいです★生地もごわつかず、紐も痛くない。発送も早くて満足しています^ ^
761	4	耳のゴム紐が平らで柔らかく、長時間付けていても痛くなりません。マスク自体もチクチクすることなく快適です。数枚、ゴム紐が捻れて付いていたので☆-1にしましたが、またリピートします。
762	5	娘にチェリーブロッサムを購入したのですが、前から可愛いピンクのマスク買って、と言われてたので本人も凄く気に入ってます!私自身は、ヘーゼルナッツを購入したのですが、柔らかい色味もゴム部分も気に入ってます。
763	4	色やサイズは特に違和感なく、耳に掛けるゴムも平たいタイプで痛くない感じです。1箱(A4サイズ位)の中に、ビニールで包まれたマスクが入っており、マスクが3段に分けられて入ってました。仕切りが無い分、移送中に動くのか、届いて開封すると、しわしわになってました…装着して整えたなら、そこまで気にならないかも知れませんが、今まで薬局とかで購入していた自分は、縦長の箱でマスクが積み上がっているのを想像してました。あと、裏と表の表記が無いので、ひだで判断するしかないのと、匂いが案外きつかったです。ビニールを開けて、芳香剤の側に1ヶ月位置いておこうと思います。価格はちょうどいい感じだったので良かったと思います。むしろカラーが選べるならお得なのかもしれません。
764	4	ヘーゼルナッツ色を購入しました。柔らかなベージュみたいな感じでマスクの存在を強調しすぎずよい色だと思います。今回、リピートでクーポンで安くなっていたので違う色をと思い購入しました。フラップのマスクが気に入っているので気分に合わせてその日の色を選んでいます。
765	4	フラップ型のサンドベージュと、プリーツ型のヘーゼルナッツ購入しました。どちらも幅馴染みの良いお色ですが、他の方のレビュー同様にフラップ型のサンドベージュは紐のお色がマスク部分と若干違っていました。付けてしまえばほとんど分かりませんが、気になる方は気になるかもしれません。
766	5	優しい色で良い感じです。ずっと黒だったので、気分転換にもいいですね。
767	5	プリーツとフラップを間違えてしまったので買い直します…
768	5	元々小学生用の白いこどもマスクをここで購入していましたが、リピート購入のタイミングで自分用にも買ってみました。安いので気軽に新しいマスクに付け替えられて良いですね。ヘーゼルナッツ、ライラック、チャコールのダイヤ型を購入しました。ヘーゼルナッツが箱入りで10枚ずつの3袋に分かれていました。ライラックとチャコールはビニール袋のパッケージに送り状を貼った状態で届いて30枚が一緒に真空パックされてました。見た目は箱入りの方が高級感あるし箱のデザインもシンプルでカッコいいけど袋入りがマイナスかっていうとそうでもないです。それと、チャコールのパッケージにはグレーと書いてありました。ロット違いかな？今まで頑なにジャバラタイプの不織布マスクをつけ続けていたのですが冒険のつもりでダイヤ型に挑戦。ええやん……。楽天スーパーセールで財布の紐がゆるみ、安いからと挑戦して思わぬ戦利品です。
769	4	クーポンでお安く購入お店で買うより安くかえました。色もショコラで、かわいいです。
770	5	また、違った色を購入しました。季節毎に色々と新色が出たりとコロナ禍で必需品を比較的安く購入出来て助かっています。
771	5	子供用に購入。消耗品なので安く買えて助かります。
772	5	サイズもちょうど良く、色もパステル調で良かったです。お値打ちに買うことができたので、リピしようと思います。
773	5	アプリコットを買いましたが、かわいい色味で気に入りました。派手でないので職場にも着けていけそうです。
774	5	ライトパープルを買いました。思ったより色が濃かったです。でも、安いし、３日で届いて早かったのでいいです。マスクいっぱいありますが、安いとつい買ってしまいます。
775	5	主人のために購入しました。仕事で汚れるのでブラックにしました。よいそうです。
776	5	毎日使うものですし、クーポンで安く購入できよかったです。
777	4	KN94マスクのヘーゼルナッツを購入しました。色はベージュといった感じで使いやすい薄い色で良かったです。（内側は白です）圧縮された状態で届いたので、袋の奥の方で変なふうに押し付けられて圧縮されていた10枚はマスク部分（正面の出っ張る部分）に型が付いていました。しばらく外に出していても取れないです。安いからしょうがないか…と思っています。男女兼用ふつうサイズなので、いつもプリーツマスクの小さめを使っている私には少し大きかったです。（マスクをした時の下部分、顎から首が当たるところが、空間があいていてブカブカ感があります。）いつもしているマスクより大きめなので、そのぶん、ヒモの窮屈感は少ないです。生地は薄めなので暑い夏でも使えそうです。
778	5	ふつうサイズのフラップ型 とプリーツ型をひとつずつ買いました。簡易な包装でポストに届くのでとても便利です。マスクの使い心地は、耳が痛くならないし、サイズも形状も程よいです。カラーが豊富なので、次回はいろいろ試してみようかなと思います。
779	4	フラップタイプを注文しましたが届いたのはプリーツタイプでした。連絡するとすぐにご返信頂いたのは有り難かったです。結果一度開封したものは返品不可とのことでいくつか選択肢をいただく中、プリーツタイプは指定金額で買取をさせていただきフラップタイプも再送いただきました。おかげで思いがけず両タイプを使用することができましたがプリーツタイプもとても気に入りました。同じ色味を選択しても形により色は若干異なります。どちらも可愛いです。両タイプサイズ感は大きく、窮屈が苦手な私には嬉しい限りです。また無くなっなら注文させていただくと思います。ありがとうございました。
780	5	いつも利用してます！今まで購入したカラーマスクは写真通りの色で気に入ってます！発送も早くて助かります。ただ一点、マスクの匂いだけ気になります。つけ続ければ、気にならなくなりますが無臭にはできないので仕方ない事なのかと思います。
781	5	ベビーピンク購入しました。恐らくブルベサマーです。種類が多くてw購入時どのカラーがいいのか分からず適当に買いましたが、可愛いです。ライラック系に近い色なので使いやすいと感じました。耳の紐がふわふわでした。この価格帯は色々買っていますが、この紐は初めてだったので柔らかさに感動。
782	5	小さめのプリーツタイプ、色はハニーです。最初黒がかってる？と思いましたが、集合帯でそう見えたようです。自然な色みが気に入ってます。
783	4	家族全員で使うため一般的なプリーツタイプ・ホワイトを4セット購入。（まとめ買いしているのは宅配便配送にしてもらいたいため）ネットでマスクは何社からか買いましたが、ここの製品の耳ひもが太くて柔らかく長時間つけていても耳が痛くならないので家族に好評でリピ買いしています。
784	4	KN94のライラックを選びました。くすみカラーなので、中年でも抵抗ない綺麗め色で気に入りました。少しシワっぽい感じがしましたが、時間が経ったら気にならなくなりました。クーポン利用で安く購入できてよかったです。
785	4	プリーツタイプとKN94タイプを購入しました。若干薄い＆ごわつきみたいなのは感じますが、安く買えたのと色もたくさんあったので重宝しています
786	5	何度もリピ買いしてます。やはり予備があると安心するので、白いマスクは常に余裕を持ってストックしてます。
787	5	いつも  ありがとうございます色んな種類と  色が選べるマスク  売り切れ商品も  ありますが  ク−ポンも使えて安く購入できて  良かったです
788	5	消耗品なので安く購入できて助かります。圧縮されているので少しシワっぽかったり折れ目がついていたりするのもあります。
789	4	前回届いたものに、鼻のところのバーが入ってないものがあったのでマイナス１で｡｡｡今回は全部入っていました！よかった！安価で購入できるのはとてもありがたいので助かります
790	5	いつもより安く購入することができました！子供用にいつも買ってます。プリーツタイプより口に入りにくいため子どもがくわえて汚すことがありません。
791	4	妹からお試しで数枚もらって、色も気に入ったので買いました。自分で注文してしたものと、もらったものを見比べてみたら、見た目違います。ショップが違うとかの理由ではありません。このお店から買ったと教えられたので、同じお店で買いました。なのに、もらったほうは生地がなめらかで色も少し濃いめですが、私が買った方は記事がザラザラしているような見た目で、色も少しだけ薄いです。でも口があたる内側は触った感じは同じようなので、色の見た目は諦めることにします。その色味が違ったのが残念なので、欲しいひとつ減らしました。
792	5	前回購入した時とても気に入ったのでリピートです。前回より耳紐が改良されていて、太めの紐になっていてさらに良くなりました。プリーツ部分は息がしやすくチクチクしないししっとりしてるのはもちろん、紐がいいです。耳が痛くなったり痒くなったりしない。服装に合わせて色んなカラーを選ぶのが楽しい。ホワイトしかダメだなってシーンのために、今回お安く購入出来る機会にホワイトも購入しました。シワとかのレビューもお見かけしますが、私はしっかり装着してしまえばそんなに気になるレベルの物が届いた事はないです。そこのこだわりは個人差があるのであくまで私は平気です、所詮使い捨てマスクだし。紐が切れたなんて経験もないです。フラップタイプとかクチバシタイプとかも使う日あるけどやっぱり普通にプリーツタイプが消費率高いです。またリピートすると思います♪
793	5	微妙な色ちがいで購入。並べてみると違うけど。白いマスクにも飽きてきたので。ゴムが痛くならなくて良いみたい
794	5	値段の割には耳ゴムも太く耳が痛くなりません。装着時にまだ1度もゴムが切れたことはありません。無くなりかけたらまたリピートすると思います。
795	5	いつも愛用しています。耳が痛くならないので、とても使い勝手が良いです。また利用させていただきますね。
796	5	大きさもちょうどよく何度もリピートしてます。
797	5	何度もリピしています。ゴムが太くて耳が痛くなりません。ずっとしてるとマスクが毛羽たってきますがすぐに交換すれば問題ありません。
798	4	ピスタチオの普通サイズを購入しました。カラーは良かったです。今は日用品と同じ消耗品になったマスクなので、安価で助かります。
799	4	思っていたより濃いピンクで、年齢的に派手かなと思ったけど、送料込みで387円と本当に安く購入できました。ありがとうございました。
800	4	２回目の購入です。１回目の時は、「３点以上で宅配便」と記載があったのを信じて３点注文したところ、３点バラバラでメール便で届いてしまってだいぶ苛立ったのですが、今は「４点以上で宅配便（通常地域）」と記載が変わっており、まともになったのかなと思いました。５点以上クーポンがあった＋またバラバラ配送は嫌だと警戒して、今回は６点まとめ買いをしました。普通サイズのプリーツタイプの購入です。前回購入したものが良かった（マスクのサイズも合っているし、マスクの材質も少し硬いけれど許容範囲、何より耳ゴムが平紐で痛くならないのが個人的に重要でした）ので、リピートです。某ciciのマスクをずっと使っていましたが、私にとっては長時間つけていると耳が痛くなるのでこちらに乗り換えました。安いので１日に何度も取り替えて使っています。シュガーピンク、アイスブルー、ハニー、ヘーゼルナッツ、アプリコット、ピスタチオを購入し、ハニーとピスタチオはA4サイズの箱に入っていました。そのほかの4点はいつもの袋包装でした。この６点まとめて厚手のポリ袋に包まれて、佐川の宅配便での配達です。ピスタチオとヘーゼルナッツの皺がえぐいくらいついていましたが、日中の雑マスクなので特に気にしません。耳紐もねじれてついているものが１回目購入時にもたくさんありましたが、これも気にならなかったので、今回ねじれたものが混じっていたとしても気にしません。すべて開封して小分けしたので、一通りぜんぶ確認しましたが、今のところワイヤーなし、耳紐とれ、などの不良品は見つかっていません。日中用の雑マスクがまたなくなったらリピートする予定です。10日（日）に注文、3営業日後の13日の夜に発送、15日に届きました。
801	4	24時間限定半額とのことでクチバシマスクを購入してみました。不織布は肌が荒れますがこちらの不織布は大丈夫です！感動！レビューに荒れないと書いてたので信じて買ってみて良かったです。口周りが空洞になってるので息がしやすく話し易いです。ただ、今の時期でも中に熱がこもって暑いです…鼻の下に汗が溜まってた日もありました。後はクチバシマスクというだけあって正面はいいんですが横や斜めから見たときに鳥みたいで笑けます(笑)レビュー書くために後日ログインしたらまた24時間限定半額になってていつも半額セールしてるんでしょうか？？追加で購入しました。
802	5	お安く購入できて良かったです！マスクは今息子も私もこのタイプしかつけないので助かります！
803	4	リピです。圧縮されて配送されてきます。耳のゴムが太くて痛くないし気に入っています。
804	5	品質も良く色もサイズも豊富でよく利用させてもらっています。
805	4	届いた時は圧縮された真空パックの状態で少し驚きましたが品質は問題ありません。やや薄いですが透けたりはしないので大丈夫でした。ヒモが平らで柔らかく、耳が痛くなりません。
806	5	耳が全く痛くならないマスクでして家中で使っています。しかもとても安く購入できてありがとうございました。2袋購入しました。
807	5	クーポンでお得に購入出来て良かったです。私はピンク系、息子はブルー系で購入出来て良かったです。
808	5	いつも使っているものと同じタイプで、お値段安く買えたので満足です&#128522;
809	5	白を購入。お届け予定日よりかなり早く到着しました。このような立体型マスクは初めて使いましたが、口紅がつきにくくて良いですね！花粉症がひどい夫は、鼻水がマスクに直接つかないから快適と言っていました(笑)使い切ったらまた購入したいです。
810	4	圧縮されて届くので、多少シワが目立ちますが、私はそんなに気になりません。普段他社の(ci○i…)のもの(どちらも普通サイズのフラップ型?ダイヤモンド方?立体マスク?)を使って居ますが、サイズ感はそんなに変わらりません。プリーツマスクをするときは小さめサイズを使います。他社のものより柔らかく、触った感じも薄いです。これで同じ4層だったら(切って確認しました！)、こちらの方が軽くて柔らかくてイイかも！ヘーゼルナッツの色は優しく肌馴染みの良い色で気に入りました！少なくなったらリピートするかも！しばらく使用してみて、1枚不良品がありました。紐が片方ネジネジ(6回くらいねじられていました)でつけられていて、そのままつけていたら耳が少し痛くなりました。でも、他は使用感良いです。
811	5	とにかく安い、又無くなったらリピートします
812	4	クーポンで安く購入できました。この形の不織布立体マスクを使ってみたいと思っていたので試しに購入しました。呼吸がしやすく形も崩れず軽いフィット感でつけやすいです。耳も痛くならないので気に入りました。
813	5	まず、真空パックで配送された点が他社の物と比較して新鮮でしたが、衛生面とメール便での配送コスパが両立していると納得しました。真空パックにより、若干シワがついたものが含まれていましたが、そのまま着けているとすぐにとれましたので気になるレベルではありませんでした。日本人が日本人のためにとの言葉も品質の面の安心感につながりました。美キープマスクの形は息がしやすく、口紅もつきません。ライラック・ヘーゼルナッツ・ホワイトの3色を購入しましたが、可愛いカラーで、特にヘーゼルナッツが顔映りが良く、夫も着けられるので気に入りました。ひもが太めで耳が痛くならない点も助かります。長期のマスク生活が続く中、様々なマスクを試していますが、このショップのマスクは性能・見た目・コスパ面から見ても、私の中ではトップクラスの商品でした。リピ確定です！このダイヤモンド型の美キープマスクとプリーツマスクを場面毎に上手く使い分けて乗り切っていきたいと思います。
814	4	ピンクカラーを購入しました！可愛いです！
815	4	安く買えて良かったです！買ったことの無い血色マスクが買えてまんぞくです！春にいいかも！
816	4	ますくの質自体は非常に良いです。ありがとうございます
817	5	しっかりしたマスクです。匂いも気にならない。
818	5	いつも愛用してます。花粉の時期に備えて、再注文しました。耳が痛くならなくて助かります。
819	4	安くマスクが買えたのでよかったです。今回は白にしましたが・・・カラーも買えばよかったな〜と。次はカラーにも挑戦しようと思います。
820	4	大変安く買えてよかったです。まだまだ感染が拡大しているので重宝しています。
821	5	フラップ型のライラックとブラックを購入しました。とても良かったのでまた購入したいです。
822	5	現代の必需品、お安く購入出来て助かりました。ありがとうございます。
823	5	耳ゴムが太く耳が痛くなりにくいです。また1度もコムが付け根から外れたことが無いので金額のわりにしっかりしていると思います。
824	4	ホワイト(普通サイズ)・血色ピンク(普通サイズ)・血色アプリコット(小さめサイズ)を購入しました。ちょうど無くなりそうだったし、クーポンにつられて(笑)ゴムが幅広なので耳が痛くなりません。色も可愛いです。画像よりちょっと鮮やかかと思います。ただ、、(他の方のレビューにもありましたが)生地が薄いです。。50枚全部一袋に詰められているので、端っこにある物は折りジワがすごい。。サイズも大きめです。“小さめサイズ”で、日本製の大人用普通サイズと同じくらいです。フラップ型を頼むつもりが間違ってプリーツを買ってしまい。。こればっかりは仕方ありません...(泣消耗品だし、これからもしばらくは必要みたいだし、愛用したいと思います。
825	5	色も可愛く、サイズもピッタリでした。また別の色も購入したいです。
826	5	立体マスク安く買えて良かったです。また簡易包装も良かったです。
827	4	立体型のマスクを購入しました。形は良いと思いますが、少し不織布がうすいかな？と感じました。布マスクの上に二重にして使うつもりです。お安く購入できたので良かったです。
828	4	子供は、立体の方が息苦しさは、ましかなぁと。よかったら、また購入します。
829	4	色味が少し画像より薄い印象です（ヘーゼルナッツ、チャコール、血色ピンク、血色ライラック）ヘーゼルナッツは、イエローベージュの様な感じチャコールは、白味がかったグレー血色シリーズも、全体的に薄め個人的にはもう少し濃い目だと嬉しかったですノーズワイヤーが真ん中に入っておらずズレているので、使うたびに真ん中に自分で移動してから使う感じです使い心地は可もなく不可もなく…通常のマスクとして十分です初めてくちばしタイプを使ってみましたが、蛇腹のマスクよりもゴムの付いた位置が狭くなるので耳への負担は仕方ないのかな？と思いますまた、すこし口周りに空間が出来るので開放感はあるかと思います
830	5	必需品、お安く提供していただきありがとうございます。
831	5	耳も痛くなりにくく、鼻周りがすっぽり隠れるので安心感があります。またリピします。
832	5	リピートです。子どもに。コスパ良いです。発送が前回より、早く助かりました。
833	5	カラーバリエーションも多く何色か購入してその日の気分で着用、家族皆んなで愛用してます♪
834	5	リピートです。紐が幅広いので耳が痛くなりません。家族みんなで愛用してます。花粉の時期も迫ってきていて、まだまだマスクは手放せそうもありません。なくなりそうになったら、また購入しますね。
835	5	サイズが心配でしたが大丈夫でした。表はピンク、内側は白でした。立体マスクがだいぶ安く買えるようになりましたね。呼吸しやすいし、今の時期はマスクの中が蒸れて水滴がつきますが顔には付かないので助かります。
836	5	ピンクのプリーツマスクを買いました。今まで2度ピンクを買いましたが、通販の悲しさか思ったのとはかなり違う色でした。くすんでいたり、ピーチっぽかったり、ピンクって難しいと思っていました。今回初めて好きなピンクでした。白もいいのですが、明るい色を身に付けたいものです。
837	5	注文からとても早く届きました。色が沢山あって目移りしてしまいますが、商品紹介文を読んでるうちにコレいいなって選んでみました。不織布は肌荒れするのであんまり付けない様にしてましたが、届くと色の綺麗さにテンションが上がりました。もう1つの形を今度買ってみようと思いました。付け心地は普段不織布を使用してないため、少し大きい感じがしましたが、呼吸がしやすく、メガネが曇りにくいので肌荒れさえなければいいのになぁと思いました。顔色が明るくみえるみたいでよかったです。マスクは、レターパックサイズくらいに輪切りしたきゅうりみたく並んで納品されます。個包装では無いです。
